Year,Country,Country Url,Region Code,Region,Rank Per Region,Overall Rank,Happiness Score,Happiness Status,GDP per capita,Family,Social Support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,alpha-2,alpha-3
2019,Somalia,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,2,AFRICA,Africa,112,4.6680,Amber,0.0000,0.0000,0.6980,0.2680,0.5590,0.2430,0.2700,SO,SOM
2019,Namibia,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg,2,AFRICA,Africa,113,4.6390,Amber,0.8790,0.0000,1.3130,0.4770,0.4010,0.0700,0.0560,,NAM
2019,Niger,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg,2,AFRICA,Africa,114,4.6280,Amber,0.1380,0.0000,0.7740,0.3660,0.3180,0.1880,0.1020,NE,NER
2019,Burkina Faso,https://upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Burkina_Faso.svg,2,AFRICA,Africa,115,4.5870,Amber,0.3310,0.0000,1.0560,0.3800,0.2550,0.1770,0.1130,BF,BFA
2019,Armenia,https://upload.wikimedia.org/wikipedia/commons/2/2f/Flag_of_Armenia.svg,142,ASIA,Asia,116,4.5590,Amber,0.8500,0.0000,1.0550,0.8150,0.2830,0.0950,0.0640,AM,ARM
2019,Iran,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,142,ASIA,Asia,117,4.5480,Amber,1.1000,0.0000,0.8420,0.7850,0.3050,0.2700,0.1250,IR,IRN
2019,Guinea,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg,2,AFRICA,Africa,118,4.5340,Amber,0.3800,0.0000,0.8290,0.3750,0.3320,0.2070,0.0860,GN,GIN
2019,Georgia,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,142,ASIA,Asia,119,4.5190,Amber,0.8860,0.0000,0.6660,0.7520,0.3460,0.0430,0.1640,GE,GEO
2019,Gambia,,2,AFRICA,Africa,120,4.5160,Amber,0.3080,0.0000,0.9390,0.4280,0.3820,0.2690,0.1670,GM,GMB
2019,Kenya,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,2,AFRICA,Africa,121,4.5090,Amber,0.5120,0.0000,0.9830,0.5810,0.4310,0.3720,0.0530,KE,KEN
2019,Mauritania,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg,2,AFRICA,Africa,122,4.4900,Amber,0.5700,0.0000,1.1670,0.4890,0.0660,0.1060,0.0880,MR,MRT
2019,Mozambique,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,2,AFRICA,Africa,123,4.4660,Amber,0.2040,0.0000,0.9860,0.3900,0.4940,0.1970,0.1380,MZ,MOZ
2019,Tunisia,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,2,AFRICA,Africa,124,4.4610,Amber,0.9210,0.0000,1.0000,0.8150,0.1670,0.0590,0.0550,TN,TUN
2019,Bangladesh,https://upload.wikimedia.org/wikipedia/commons/f/f9/Flag_of_Bangladesh.svg,142,ASIA,Asia,125,4.4560,Amber,0.5620,0.0000,0.9280,0.7230,0.5270,0.1660,0.1430,BD,BGD
2019,Iraq,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg,142,ASIA,Asia,126,4.4370,Amber,1.0430,0.0000,0.9800,0.5740,0.2410,0.1480,0.0890,IQ,IRQ
2019,Mali,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,2,AFRICA,Africa,128,4.3900,Amber,0.3850,0.0000,1.1050,0.3080,0.3270,0.1530,0.0520,ML,MLI
2019,Sierra Leone,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg,2,AFRICA,Africa,129,4.3740,Amber,0.2680,0.0000,0.8410,0.2420,0.3090,0.2520,0.0450,SL,SLE
2019,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Sri_Lanka.svg,142,ASIA,Asia,130,4.3660,Amber,0.9490,0.0000,1.2650,0.8310,0.4700,0.2440,0.0470,LK,LKA
2019,Myanmar,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,142,ASIA,Asia,131,4.3600,Amber,0.7100,0.0000,1.1810,0.5550,0.5250,0.5660,0.1720,MM,MMR
2019,Chad,https://upload.wikimedia.org/wikipedia/commons/4/4b/Flag_of_Chad.svg,2,AFRICA,Africa,132,4.3500,Amber,0.3500,0.0000,0.7660,0.1920,0.1740,0.1980,0.0780,TD,TCD
2019,Ukraine,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg,150,EUROPE,Europe,133,4.3320,Amber,0.8200,0.0000,1.3900,0.7390,0.1780,0.1870,0.0100,UA,UKR
2019,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Ethiopia.svg,2,AFRICA,Africa,134,4.2860,Amber,0.3360,0.0000,1.0330,0.5320,0.3440,0.2090,0.1000,ET,ETH
2019,Swaziland,https://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_Swaziland.svg,,nan,,135,4.2120,Amber,0.8110,0.0000,1.1490,0.0000,0.3130,0.0740,0.1350,,
2019,Uganda,https://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg,2,AFRICA,Africa,136,4.1890,Amber,0.3320,0.0000,1.0690,0.4430,0.3560,0.2520,0.0600,UG,UGA
2019,Egypt,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg,2,AFRICA,Africa,137,4.1660,Amber,0.9130,0.0000,1.0390,0.6440,0.2410,0.0760,0.0670,EG,EGY
2019,Zambia,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,2,AFRICA,Africa,138,4.1070,Amber,0.5780,0.0000,1.0580,0.4260,0.4310,0.2470,0.0870,ZM,ZMB
2019,Togo,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg,2,AFRICA,Africa,139,4.0850,Amber,0.2750,0.0000,0.5720,0.4100,0.2930,0.1770,0.0850,TG,TGO
2019,India,https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg,142,ASIA,Asia,140,4.0150,Amber,0.7550,0.0000,0.7650,0.5880,0.4980,0.2000,0.0850,IN,IND
2019,Liberia,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,2,AFRICA,Africa,141,3.9750,Amber,0.0730,0.0000,0.9220,0.4430,0.3700,0.2330,0.0330,LR,LBR
2019,Comoros,https://upload.wikimedia.org/wikipedia/commons/9/94/Flag_of_the_Comoros.svg,2,AFRICA,Africa,142,3.9730,Amber,0.2740,0.0000,0.7570,0.5050,0.1420,0.2750,0.0780,KM,COM
2019,Madagascar,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,2,AFRICA,Africa,143,3.9330,Amber,0.2740,0.0000,0.9160,0.5550,0.1480,0.1690,0.0410,MG,MDG
2019,Lesotho,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,2,AFRICA,Africa,144,3.8020,Amber,0.4890,0.0000,1.1690,0.1680,0.3590,0.1070,0.0930,LS,LSO
2019,Burundi,https://upload.wikimedia.org/wikipedia/commons/5/50/Flag_of_Burundi.svg,2,AFRICA,Africa,145,3.7750,Amber,0.0460,0.0000,0.4470,0.3800,0.2200,0.1760,0.1800,BI,BDI
2019,Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,2,AFRICA,Africa,146,3.6630,Amber,0.3660,0.0000,1.1140,0.4330,0.3610,0.1510,0.0890,ZW,ZWE
2019,Haiti,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,19,AMERICAS,Americas,147,3.5970,Amber,0.3230,0.0000,0.6880,0.4490,0.0260,0.4190,0.1100,HT,HTI
2019,Botswana,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_Botswana.svg,2,AFRICA,Africa,148,3.4880,Amber,1.0410,0.0000,1.1450,0.5380,0.4550,0.0250,0.1000,BW,BWA
2019,Syria,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,142,ASIA,Asia,149,3.4620,Amber,0.6190,0.0000,0.3780,0.4400,0.0130,0.3310,0.1410,SY,SYR
2019,Malawi,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,2,AFRICA,Africa,150,3.4100,Amber,0.1910,0.0000,0.5600,0.4950,0.4430,0.2180,0.0890,MW,MWI
2019,Yemen,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,142,ASIA,Asia,151,3.3800,Amber,0.2870,0.0000,1.1630,0.4630,0.1430,0.1080,0.0770,YE,YEM
2019,Rwanda,https://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg,2,AFRICA,Africa,152,3.3340,Amber,0.3590,0.0000,0.7110,0.6140,0.5550,0.2170,0.4110,RW,RWA
2019,Tanzania,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg,2,AFRICA,Africa,153,3.2310,Amber,0.4760,0.0000,0.8850,0.4990,0.4170,0.2760,0.1470,TZ,TZA
2019,Afghanistan,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Afghanistan.svg,142,ASIA,Asia,154,3.2030,Amber,0.3500,0.0000,0.5170,0.3610,0.0000,0.1580,0.0250,AF,AFG
2019,Central African Republic,https://upload.wikimedia.org/wikipedia/commons/6/6f/Flag_of_the_Central_African_Republic.svg,2,AFRICA,Africa,155,3.0830,Amber,0.0260,0.0000,0.0000,0.1050,0.2250,0.2350,0.0350,CF,CAF
2019,South Sudan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg,2,AFRICA,Africa,156,2.8530,Amber,0.3060,0.0000,0.5750,0.2950,0.0100,0.2020,0.0910,SS,SSD
